,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
3834,tm894619,Feel the Beat,MOVIE,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",2020,G,107,"['comedy', 'drama', 'family']","['US', 'CA']",,tt10714856,6.3,10967.0,18.004,7.7
3838,tm449590,Rattlesnake,MOVIE,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",2019,,85,"['horror', 'thriller', 'crime', 'drama']",['US'],,tt9257484,4.6,8629.0,14.704,5.2
3840,ts104168,El Dragón: Return of a Warrior,SHOW,"After the murder of his parents when he was a little kid, Mexican Miguel Garza is sent away to Japan. 20 years later, he has to go back to his home country as the new heir of his family's cartel.",2019,TV-MA,45,"['action', 'drama']",['US'],2.0,tt9281190,6.8,1872.0,36.514,7.4
3842,ts222049,Who Killed Malcolm X?,SHOW,Activist Abdur-Rahman Muhammad begins his own investigation into the perplexing details surrounding the assassination of civil rights leader Malcolm X.,2019,TV-MA,43,"['crime', 'history', 'documentation']",['US'],1.0,tt10948316,7.6,2152.0,2.1,7.5
3848,tm987599,Best of Stand-up 2020,MOVIE,"Unnecessary milk substitutes. Bad passwords. Burlap underpants. 2020 may have sucked, but thankfully the jokes didn't.",2020,,76,['comedy'],['US'],,tt13649688,5.4,632.0,5.473,5.9
3849,tm462778,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,MOVIE,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.,2019,,58,['comedy'],['US'],,tt9817258,7.3,2325.0,4.353,6.9
3855,tm973536,Kevin Hart: Zero F**ks Given,MOVIE,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19.",2020,R,69,['comedy'],['US'],,tt13433082,6.0,3422.0,5.211,7.0
3857,ts213232,Awake: The Million Dollar Game,SHOW,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",2019,TV-PG,38,['reality'],['US'],1.0,tt10370956,5.9,783.0,0.706,6.2
3866,ts296153,Ashley Garcia: Genius in Love,SHOW,15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.,2020,TV-PG,29,['comedy'],['US'],3.0,tt10380934,6.7,1211.0,11.279000000000002,7.8
3872,ts224164,Night on Earth,SHOW,"This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",2020,TV-PG,49,['documentation'],['GB'],1.0,,,,10.309000000000001,7.4
3873,tm1147120,"The Witcher Bestiary Season 1, Part 2",MOVIE,"Basilisks, dragons and more beasts haunt the Continent. Explore the mythologies of the mysterious monsters Geralt hunts to earn the coins tossed his way.",2020,,10,['documentation'],['US'],,,,,4.216,4.8
3876,tm886283,Legacy of Lies,MOVIE,An ex-MI6 agent is thrown back into the world of espionage and high stakes to uncover the shocking truth about operations conducted by unknown secret services.,2020,R,101,"['thriller', 'action']","['NL', 'PL', 'UA', 'GB', 'US']",,tt6834916,5.0,3493.0,10.179,5.6
3879,ts250871,The Business of Drugs,SHOW,"To detail how drugs push people into risky — even deadly — behaviors, a former CIA analyst investigates the economics of six illicit substances.",2020,TV-MA,43,"['documentation', 'crime']",['US'],1.0,tt12588416,7.2,1671.0,5.587999999999999,7.0
3881,ts87488,Malibu Rescue: The Series,SHOW,"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",2019,TV-G,24,"['comedy', 'family', 'action']",['US'],1.0,tt9098432,5.4,993.0,12.306,7.7
3883,tm475501,Wanda Sykes: Not Normal,MOVIE,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.",2019,,66,['comedy'],['US'],,tt9169592,7.2,1842.0,3.26,6.8
3885,tm880059,All Day and a Night,MOVIE,A young man who committed a homicide deals with the repercussions of his action.,2020,R,121,['drama'],['US'],,tt3993886,5.9,3752.0,7.586,6.2
3887,ts251783,Emily's Wonder Lab,SHOW,"Science-loving host Emily Calandrelli makes STEAM fun with activities, demonstrations and at-home experiments that'll make you think — and blow your mind!",2020,,0,['family'],['US'],1.0,,,,3.324,9.3
3888,tm933639,Wish Upon a Unicorn,MOVIE,"Two children discover that their mother is gone. The youngest of the pair, adventurer and upcomming singer, Long Johnson forces his older sister, Lily Johnson, to hunt down a unicorn with magical blood.",2020,PG,93,"['fantasy', 'family']",['US'],,tt10798660,5.3,183.0,22.103,7.1
3889,tm675171,The Black Godfather,MOVIE,"Follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.",2019,,118,"['documentation', 'music']",['US'],,tt10289996,7.4,1363.0,3.4539999999999997,6.8
3890,ts314648,The Witcher: A Look Inside the Episodes,SHOW,"With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of The Witcher.",2020,,6,['documentation'],['GB'],1.0,tt12748032,7.1,158.0,9.73,5.3
3893,ts228502,The Iliza Shlesinger Sketch Show,SHOW,"From the mind of Iliza Shlesinger comes a secret world filled with absurd characters, insight into the female experience, and irreverent yet poignant social commentary.",2020,TV-MA,19,['comedy'],['US'],1.0,tt11092086,4.9,923.0,1.96,8.0
3898,tm450673,The Last Laugh,MOVIE,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit.",2019,,98,['comedy'],['US'],,tt7427356,5.6,5859.0,9.83,5.4
3899,tm855827,Pete Davidson: Alive from New York,MOVIE,"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City.",2020,,49,['comedy'],['US'],,tt11474156,6.1,4212.0,4.737,6.1
3901,tm812781,Katherine Ryan: Glitter Room,MOVIE,"Canadian comic Katherine Ryan's stand-up special packed with anecdotes, jokes, and a pertinent take on society.",2019,,65,['comedy'],['US'],,tt10438648,6.7,1956.0,2.821,6.8
3907,tm912400,Jack Whitehall: I'm Only Joking,MOVIE,"Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father.",2020,,58,['comedy'],['GB'],,tt12588432,6.6,1519.0,3.128,6.1
3908,tm465513,Bulletproof 2,MOVIE,"Special Agent Jack Carter reluctantly assumes the identity of criminal Archie Moses to take down a powerful South African crime family. But when the real Moses is put in danger, he and Carter must work together to foil the scheme for good.",2020,,97,"['action', 'comedy', 'drama']",['US'],,tt9887580,3.5,615.0,12.219000000000001,6.7
3909,tm944331,Shawn Mendes: In Wonder,MOVIE,"A portrait of singer-songwriter Shawn Mendes' life, chronicling the past few years of his rise and journey.",2020,,83,"['documentation', 'music']",['US'],,tt13276386,6.4,2049.0,10.122,8.2
3910,ts236769,"Coronavirus, Explained",SHOW,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",2020,TV-PG,23,['documentation'],['US'],1.0,tt12189310,7.6,2254.0,5.928999999999999,7.4
3915,ts224794,Glitch Techs,SHOW,Game-world monsters are wreaking real-world havoc. Here comes tech support!,2020,TV-G,26,"['animation', 'scifi']",['US'],2.0,,,,15.020999999999999,8.3
3916,ts306187,Family Reunion,SHOW,"When the McKellan family moves from Seattle to Georgia to be closer to extended family, the transition is like being a catfish out of water.",2019,TV-PG,29,"['comedy', 'family']",['US'],5.0,tt9153270,6.4,2632.0,18.784000000000002,8.6
3917,ts236182,Brews Brothers,SHOW,"Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",2020,TV-MA,28,"['comedy', 'drama']",['US'],1.0,tt10930958,5.1,1966.0,2.033,5.2
3919,ts188840,Seis Manos,SHOW,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",2019,TV-MA,27,"['crime', 'drama', 'fantasy', 'animation', 'action']",['US'],1.0,tt10106108,7.1,1607.0,9.498,6.9
3926,tm889629,Lady Driver,MOVIE,"When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.",2020,PG,104,"['drama', 'sport']",['US'],,tt7562334,5.7,1538.0,13.497,6.3
3932,tm474548,Good Sam,MOVIE,A news reporter looks into who has been anonymously leaving large cash gifts on random doorsteps in New York.,2019,PG,90,"['romance', 'drama', 'comedy']",['US'],,tt9032888,5.7,2951.0,8.029,6.0
3933,tm946718,Funny Boy,MOVIE,"A student must navigate issues of sexuality, identity and family amid Sri Lanka's social turmoil of the 1970s and 1980s.",2020,,109,['drama'],"['CA', 'LK']",,tt13345636,6.4,913.0,1.489,6.0
3936,tm466255,Kevin Hart: Irresponsible,MOVIE,"Stand-up comedian Kevin Hart talks about his family, travel and a year full of reckless behavior in front of a live sold-out crowd in London.",2019,,60,['comedy'],['US'],,tt10009796,6.5,4506.0,6.513999999999999,6.7
3940,tm882887,LA Originals,MOVIE,"Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art, impacting street culture, hip hop and beyond.",2020,,92,['documentation'],"['US', 'AR']",,tt12027020,7.2,1820.0,7.016,7.1
3944,tm960414,A California Christmas,MOVIE,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",2020,PG-13,106,"['romance', 'comedy', 'drama']",['US'],,tt13055780,5.8,9831.0,11.245999999999999,6.4
3946,tm945168,Secrets of the Saqqara Tomb,MOVIE,"This documentary follows a team of local archaeologists excavating never before explored passageways, shafts, and tombs, piecing together the secrets of Egypt’s most significant find in almost 50 years in Saqqara.",2020,,113,"['documentation', 'history']","['EG', 'US']",,tt13150630,7.2,6326.0,12.142999999999999,7.4
3949,ts251094,Indian Matchmaking,SHOW,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",2020,TV-14,36,"['reality', 'documentation', 'romance']","['US', 'IN']",2.0,tt12580168,6.2,3085.0,3.863,8.8
3950,tm466954,Alien Warfare,MOVIE,A team of Navy Seals investigates a mysterious science outpost only to have to combat a squad of powerful alien soldiers.,2019,,88,"['action', 'scifi', 'thriller']",['US'],,tt9562694,2.6,3527.0,18.55,4.1
3957,tm827168,Sturgill Simpson Presents Sound & Fury,MOVIE,"In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.",2019,,40,"['animation', 'music']","['JP', 'US']",,tt10682000,,,3.063,6.3
3959,tm679284,The Knight Before Christmas,MOVIE,A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.,2019,,92,"['comedy', 'drama', 'fantasy', 'romance']",['US'],,tt10060094,5.5,17862.0,15.628,6.5
3960,tm925858,Black Beach,MOVIE,"Carlos, a ruthless Spanish negotiation expert working in Brussels, is tasked with handling the kidnapping of a senior oil company executive in a troubled West African country —with which he has old and deep ties—, torn by ethnic tensions and government abuses.",2020,,115,"['drama', 'fantasy', 'action', 'thriller']","['US', 'BE', 'ES']",,tt9660688,5.6,1572.0,6.955,6.0
3962,tm483420,Ella Fitzgerald: Just One of Those Things,MOVIE,The times and life of the unique Ella Fitzgerald.,2019,,89,"['documentation', 'music']",['GB'],,tt9824012,6.9,447.0,2.938,7.1
3964,tm821164,Enter the Anime,MOVIE,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced documentary seeks to find the answers.",2019,,58,['documentation'],"['US', 'JP']",,tt10662450,2.6,1647.0,4.75,5.7
3966,ts87489,Trigger Warning with Killer Mike,SHOW,"In this funny and provocative series, rapper and activists Killer Mike puts his revolutionary ideas about achieving social change into action.",2019,TV-MA,26,"['documentation', 'comedy']",['US'],1.0,tt9426194,6.9,1254.0,1.3530000000000002,7.1
3967,tm825102,Our Planet: Behind the Scenes,MOVIE,Behind the Scenes look at the hardships and drama of capturing footage from Our Planet.,2019,,63,['documentation'],"['US', 'GB']",,tt10746342,8.3,1723.0,10.121,7.8
3974,tm448767,Knock Down the House,MOVIE,"In 2018, a young bartender in the Bronx, a coal miner’s daughter in West Virginia, a grieving mother in Nevada and a registered nurse in Missouri join a movement of insurgent candidates challenging powerful incumbents in Congress. Without political experience or corporate money, these four women are attempting to do what many consider impossible.",2019,PG,86,['documentation'],['US'],,tt9358052,7.2,12496.0,8.876,7.4
3980,ts256606,Trial 4,SHOW,"Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism.",2020,TV-MA,55,"['documentation', 'crime']",['US'],1.0,tt13363298,7.4,2083.0,6.71,7.1
3983,tm919106,Rising Phoenix,MOVIE,"The history and current standing of the Paralympic Games, which has grown to become the world's third largest sporting event.",2020,PG-13,105,"['documentation', 'sport']",['GB'],,tt10851618,8.1,1683.0,9.54,8.2
